id,timestamp,duration,context,current_text
qqG96G8YdcE_384840,384.84,4.28,know the fact of the matter is that uh we PR ourselves in a situation where his his economy he rewarded the wealthy he had the largest tax cut in American history $2 trillion he raised a deficit,his economy he rewarded the wealthy he
qqG96G8YdcE_387560,387.56,4.28,we PR ourselves in a situation where his his economy he rewarded the wealthy he had the largest tax cut in American history $2 trillion he raised a deficit larger than any president has in any one,had the largest tax cut in American
qqG96G8YdcE_389120,389.12,4.56,his economy he rewarded the wealthy he had the largest tax cut in American history $2 trillion he raised a deficit larger than any president has in any one term he's the only President other than,history $2 trillion he raised a deficit
qqG96G8YdcE_391840,391.84,4.04,had the largest tax cut in American history $2 trillion he raised a deficit larger than any president has in any one term he's the only President other than Herbert Hoover who's had lost more jobs,larger than any president has in any one
qqG96G8YdcE_393680,393.68,4.4,history $2 trillion he raised a deficit larger than any president has in any one term he's the only President other than Herbert Hoover who's had lost more jobs than he had when he began since Herbert,term he's the only President other than
qqG96G8YdcE_395880,395.88,4.08,larger than any president has in any one term he's the only President other than Herbert Hoover who's had lost more jobs than he had when he began since Herbert Hoover the idea that he did something,Herbert Hoover who's had lost more jobs
qqG96G8YdcE_398080,398.08,4.08,term he's the only President other than Herbert Hoover who's had lost more jobs than he had when he began since Herbert Hoover the idea that he did something that was significant in the military you,than he had when he began since Herbert
qqG96G8YdcE_399960,399.96,4.92,Herbert Hoover who's had lost more jobs than he had when he began since Herbert Hoover the idea that he did something that was significant in the military you know when he was president there were,Hoover the idea that he did something
qqG96G8YdcE_402160,402.16,4.599,than he had when he began since Herbert Hoover the idea that he did something that was significant in the military you know when he was president there were still killing people in Afghanistan he,that was significant in the military you
qqG96G8YdcE_404880,404.88,4.12,Hoover the idea that he did something that was significant in the military you know when he was president there were still killing people in Afghanistan he didn't do anything about that when he,know when he was president there were
qqG96G8YdcE_406759,406.759,3.921,that was significant in the military you know when he was president there were still killing people in Afghanistan he didn't do anything about that when he was President we were still find,still killing people in Afghanistan he
qqG96G8YdcE_409000,409.0,2.88,know when he was president there were still killing people in Afghanistan he didn't do anything about that when he was President we were still find ourselves in a position where you had a,didn't do anything about that when he
qqG96G8YdcE_410680,410.68,3.88,still killing people in Afghanistan he didn't do anything about that when he was President we were still find ourselves in a position where you had a notion that we were this safe country,was President we were still find
qqG96G8YdcE_411880,411.88,5.92,didn't do anything about that when he was President we were still find ourselves in a position where you had a notion that we were this safe country the truth is I'm the only president,ourselves in a position where you had a
qqG96G8YdcE_414560,414.56,5.6,was President we were still find ourselves in a position where you had a notion that we were this safe country the truth is I'm the only president this Century that doesn't have any this,notion that we were this safe country
qqG96G8YdcE_417800,417.8,5.239,ourselves in a position where you had a notion that we were this safe country the truth is I'm the only president this Century that doesn't have any this this decade that don't any troops dying,the truth is I'm the only president
